Item ID,Item Name,Group,State,Created At,Updated At,Subitems,Program Dates,Student Number,Total number of participants,Delivery Mode,Logistics/Buddy,APM Travel,Program Designer,Review Date,Mastersheet,Mastersheet Link,Pre-Dept Status,Pre-Dept Guide Due Date,Company / Org Visits,# Visits Required,# Visits Done,# Visits Remaining,Hotels,Visits/Projects,Meeting Rooms,Guides,Transport,Flights,Trains,Meals,Immersions,APM Bookings,Student Testimonials,WOW Element,Post Program Checklist,Invoice 1 Due Date,Invoice 1,Invoice 2 Due Date,Invoice 2,Post Program,Updates
18198936646,2026-05 UNC Charlotte Thailand,Programs in Planning and Delivery Phase,active,2025-10-16T10:13:34Z,2026-03-17T10:19:42Z,,2026-05-23 - 2026-06-14,9,11,APM,Aakash Korandla,Aakash Korandla,Komal Mishra,,Yet to be done,,,,Design Team will work on it,7,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
18198936782,2026-06 UTK Bordeaux,Programs in Planning and Delivery Phase,active,2025-10-16T10:13:37Z,2026-03-19T11:08:59Z,,2026-05-30 - 2026-06-27,,,Remote,Vedanth Maheshwari,lorenzo@authentica.com,lorenzo@authentica.com,,Yet to be done,,,,Not Required,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
18198937371,2026-06 Mesa Community College Italy,Programs in Planning and Delivery Phase,active,2025-10-16T10:13:48Z,2026-03-19T11:11:09Z,,2026-06-01 - 2026-06-17,15,17,APM,lorenzo@authentica.com,lorenzo@authentica.com,lorenzo@authentica.com,,Yet to be done,,,,Design Team will work on it,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
18198937566,2026-06 SDSU South Korea,Programs in Planning and Delivery Phase,active,2025-10-16T10:13:51Z,2026-03-19T11:51:01Z,,2026-06-01 - 2026-06-15,28,,Remote,Aakash Korandla,Aakash Korandla,Komal Mishra,,Yet to be done,,,,Design Team will work on it,0,0,,Advance Paid,NA,Advance Paid,Done,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
18198937782,2026-06 UF South Korea,Programs in Planning and Delivery Phase,active,2025-10-16T10:13:57Z,2026-03-17T10:01:11Z,,2026-06-14 - 2026-07-27,15,17,Remote,Bhavana Saroj,Bhavana Saroj,Divyanjali,2026-03-16,Created,UF South Korea - https://sheet.zohopublic.com/sheet/published/m26bqb46f6225589841f0aeadc02dd36715fa,,,Design Team will work on it,,,,Rooms Blocked,NA,NA,Blocked,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
18198958132,2026-06 UCSD Amsterdam,Programs in Planning and Delivery Phase,active,2025-10-16T10:18:20Z,2026-03-19T11:49:57Z,,2026-06-28 - 2026-08-01,28,,Remote,Siddhanth Waghmare,Siddhanth Waghmare,Divyanjali,2026-03-17,Yet to be done,,Working on it,,Design Team will work on it,,,,Rooms Blocked,NA,Blocked,Blocked,Blocked,NA,NA,Booked,Blocked,,Not Allowed,NA,,,Yet to send,,NA,NA,
18198958538,2026-06 UCSD Australia,Programs in Planning and Delivery Phase,active,2025-10-16T10:18:23Z,2026-03-17T10:26:59Z,,2026-06-28 - 2026-08-01,,,Remote,Vedanth Maheshwari,Vedanth Maheshwari,Divyanjali,,Yet to be done,,,,Design Team will work on it,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
10762661639,2026-03 USD SOLES Healthcare Japan,Programs in Planning and Delivery Phase,active,2025-12-12T11:13:19Z,2026-03-17T09:40:34Z,,2026-03-21 - 2026-03-29,16,18,Remote,Bhavana Saroj,Bhavana Saroj,,2026-03-16,Created,USD SOLES Japan - https://sheet.zoho.com/sheet/open/fhok9cc0d1d3dd5b2422bb6324824579a622a?sheetid=0&range=E8,Done,,Not Required,0,0,,Done,NA,NA,Done,Done,NA,NA,Dietary Shared & Menu Finalized,Done,NA,Not Allowed,NA,,,Money Received,,Money Received,NA,"[2026-02-24 Vedanth Maheshwari] @Bhavana Saroj 
Confirm additional nights for professors

Note on Hotels - Stuck"
10847044965,2026-06 Indiana South Korea,Programs in Planning and Delivery Phase,active,2025-12-24T11:03:18Z,2026-03-19T11:50:02Z,,2026-06-08 - 2026-06-15,12,13,APM,Aakash Korandla,Aakash Korandla,Komal Mishra,,Yet to be done,,,,Design Team will work on it,0,0,,Rooms Blocked,NA,NA,Blocked,Blocked,NA,NA,Booked,Blocked,,Not Allowed,NA,,,Money Received,,NA,NA,"[2026-01-27 Vedanth Maheshwari] @Aakash Korandla Book a new guide | [2026-03-06 Aakash Korandla] * 12 students (7 females, 5 males) including 5 twin rooms with two separate beds, and 2 single rooms
* Need and APM
* No DMZ tour
* No classroom space needed for the entire program"
11106835004,2026-06 UCSD Modern Japan,Programs in Planning and Delivery Phase,active,2026-01-27T08:28:37Z,2026-03-19T11:50:06Z,,2026-06-28 - 2026-08-01,,,Remote,Bhavana Saroj,Bhavana Saroj,Komal Mishra,2026-03-16,Created,UCSD Japan - https://sheet.zohopublic.com/sheet/published/m26bqf7276c2543fe4a2da08c09a929bdd91c,,,Design Team will work on it,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
11106867837,2026-05 USD SOLES China,Programs in Planning and Delivery Phase,active,2026-01-27T08:37:31Z,2026-03-19T11:50:10Z,,2026-05-09 - 2026-05-19,15,16,APM,Vedanth Maheshwari,Vedanth Maheshwari,Divyanjali,,Yet to be done,,,,Design Team will work on it,,,,Rooms Blocked,NA,Blocked,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Money Received,,Invoice sent,NA,
11107573193,2026-05 GWSB CAP South Africa,Programs in Planning and Delivery Phase,active,2026-01-27T10:56:54Z,2026-03-19T11:50:16Z,,2026-05-02 - 2026-05-10,14,17,APM,Siddhanth Waghmare,Siddhanth Waghmare,Divyanjali,2026-03-17,Yet to be done,,Working on it,,Design Team will work on it,,,,Advance Paid,NA,Blocked,Blocked,Blocked,Stuck,NA,Booked,Stuck,,Not Allowed,NA,,,Yet to send,,NA,NA,
11107599670,2026-05 IGL Vietnam Thailand,Programs in Planning and Delivery Phase,active,2026-01-27T10:56:56Z,2026-03-19T11:50:34Z,,2026-05-09 - 2026-07-04,48,48,Remote,Bhavana Saroj,Bhavana Saroj,Komal Mishra,2026-03-16,Created,IGL Vietnam Thailand - https://sheet.zoho.com/sheet/open/3krgid3ba55d6d8ba49e795747d138d323e31?sheetid=14&range=A1:D1,Working on it,,Design Team will work on it,13,13,,Rooms Blocked,Students Assigned,Stuck,Stuck,Stuck,NA,NA,Stuck,Stuck,NA,Not Allowed,NA,,,Yet to send,,NA,NA,
11107532007,"2026-06 UNC Florence, Italy",Programs in Planning and Delivery Phase,active,2026-01-27T10:57:01Z,2026-03-16T04:24:29Z,,2026-06-04 - 2026-06-26,,,APM,lorenzo@authentica.com,lorenzo@authentica.com,lorenzo@authentica.com,,Yet to be done,,,,Design Team will work on it,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
11512975065,2026 Swinburne Summer Internships Korea Germany,Programs in Planning and Delivery Phase,active,2026-03-16T06:15:44Z,2026-03-19T11:09:34Z,,2026-06-27 - 2026-07-25,,,,Bhavana Saroj,,Komal Mishra,,Yet to be done,,,,Design Team will work on it,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
11512973662,2026-06 Griffith NCP Vietnam,Programs in Planning and Delivery Phase,active,2026-03-16T06:15:55Z,2026-03-19T11:50:40Z,,2026-06-22 - 2026-07-19,,,,Bhavana Saroj,,Komal Mishra,,Yet to be done,,,,Design Team will work on it,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
11512973149,2026-09 Stanford UAE,Programs in Planning and Delivery Phase,active,2026-03-16T06:15:58Z,2026-03-19T11:50:47Z,,2026-08-29 - 2026-09-18,,,APM,Siddhanth Waghmare,Siddhanth Waghmare,Divyanjali,2026-03-17,Yet to be done,,,,Design Team will work on it,,,,Stuck,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
11512967659,"2026-10 USC MKT Dublin, Ireland",Programs in Planning and Delivery Phase,active,2026-03-16T06:16:01Z,2026-03-19T11:50:52Z,,2026-10-03 - 2026-10-10,,,,Aakash Korandla,,Komal Mishra,,Yet to be done,,,,Design Team will work on it,,,,Quotes Received,NA,NA,WIP,Quote Received,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,
8118626163,2024-04 Duke EMBA Delhi,Delivered Programs,active,2024-12-27T06:36:32Z,2025-11-06T10:12:39Z,,2024-04-19 - 2024-04-26,,,,,Vedanth Maheshwari,,,Yet to be done,,,,,,,,NA,NA,NA,Done,Quote Received,NA,NA,Done,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-04-11 Mugdha] @Vedanth Maheshwari Flight tickets to be booked

Note on PM Travel- Flight/Visa - Attention"
8118626150,2024-05 GWSB CAP UAE,Delivered Programs,active,2024-12-27T06:36:31Z,2025-11-06T10:12:39Z,,2024-05-04 - 2024-05-16,,,,,Siddhanth Waghmare,Siddhanth Waghmare,,Yet to be done,,,,,,,,Advance Paid,NA,NA,Itinerary Shared,Done,NA,NA,Done,Done,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2023-12-27 Siddhanth Waghmare] @Anitha Ramanna Kindly share updates

Note on Company/Org Visits - Required | [2023-12-27 Siddhanth Waghmare] Asad is blocked for the program dates

Note on Guides - Confirmed | [2024-01-03 Vedanth Maheshwari] @Siddhanth Waghmare book all meals

Note on Meals - Attention | [2024-01-03 Vedanth Maheshwari] @Siddhanth Waghmare any immersions need to be booked? Desert Safari?

Note on Immersions - Attention | [2024-04-11 Mugdha] @Siddhanth Waghmare Check for options with the DMC

Note on WOW Element - Attention"
8118626078,2024-05 IGL Thailand Vietnam,Delivered Programs,active,2024-12-27T06:36:28Z,2025-11-06T10:12:38Z,,2024-05-11 - 2024-07-06,,,,,Ravi Raj,,,Yet to be done,,,,,,,,Rooming List Sent,NA,NA,Advance Paid,Done,NA,NA,Done,Done,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2023-11-21 Anitha Ramanna] @Ravi Raj Please update on dates and what is required from us for setting up companies for IGL in these locations | [2024-04-11 Mugdha] @Mugdha - please add the presentation dates | [2024-04-24 Mugdha] * Rooming list, dietary restrictions shared.
* Rooms are blocked.
* Part payment is to be done, awaiting debit note.
* Company Introductory calls- Scheduled.
Next Steps-

* Schedule the second call between the students, EIRs & company supervisors (post workshop)
* Remind Madi to send the arrival and departure schedule of the students.
* Create the arrival and departure schedule and send to hotels.
* Create cultural immersion itinerary and share with Ravi for approval. | [2024-04-24 Mugdha] Hanoi Vietnam- Airport Transfers blocked; internal transfers are to be discussed with Julie; call scheduled on April 25

Bangkok, Thailand- Yim has sent the rates, waiting for the arrival and departure schedules from Madi to book the transport.

Note on Transport - Working on it | [2024-04-24 Sanhita Gadre] @Mugdha - Check with Ravi

Note on Invoice Sent to client - Default | [2024-05-03 Mugdha] check if we need to book a meeting room for the presentations

Note on Meeting Rooms - Attention | [2024-05-03 Mugdha] Check with Ravi if we need to arrange a welcome meal in Bangkok

Note on Meals - Working on it | [2024-05-08 Anitha Ramanna] @Mugdha to share pick up details"
8118626092,2024-05 SDSU Vietnam Ho Chi Minh City,Delivered Programs,active,2024-12-27T06:36:29Z,2025-11-06T10:12:38Z,,2024-05-31 - 2024-06-16,,,,,Sanhita Gadre,Sanhita Gadre,,Yet to be done,,,,,,,,Advance Paid,NA,Advance Paid,WIP,Advance Paid,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2023-12-20 Vedanth Maheshwari] Waiting to hear from client if program is filled | [2024-01-03 Vedanth Maheshwari] @Vedanth Maheshwari Write an email to SDSU to connect with faculty for company visists.

Note on Company/Org Visits - Required | [2024-01-31 Anitha Ramanna] @Siddhanth Waghmare Invoice to be sent on Feb 15th

Note on Invoice Sent to client - Attention | [2024-04-24 Sanhita Gadre] @Sanhita Gadre - Organise meeting between guide and university

Note on Guides - Confirmed | [2024-05-03 Mugdha] @Sanhita Gadre check with Julie/Tung

Note on WOW Element - Attention | [2024-05-15 Mugdha] Note on Company/Org Visits - Working on it"
8118625903,2024-06 Dartmouth China,Delivered Programs,active,2024-12-27T06:36:21Z,2025-11-06T10:12:33Z,,2024-06-15 - 2024-08-25,,,Remote,,Siddhanth Waghmare,Anitha Ramanna,,Yet to be done,,,,,,,,Attention,NA,NA,WIP,Quote Received,NA,NA,WIP,Advance Paid,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2024-05-22 Vedanth Maheshwari] Here is an overview of the support we are hoping to get from Authentica. Please take a look at this and let us know what questions you may have, and if you are able to start putting together a proposal for us so we can get a sense of pricing.

Program Dates: Arrival June 15 – Aug 25

Dartmouth Group:

The group will have the Faculty Director (Lei Yan), and a Dartmouth student Director’s Assistant (Jamie Liu), and the student group. Currently we anticipate 22 students to confirm for the program, but we’ll know more after the confirmation deadline on March 21. We will follow up with you then. We plan for the Faculty Director and Director’s Assistant to attend all activities.

We request the following Authentica support:

* Point person in Beijing and on all excursions and Authentica organized activities to help with both logistics and student health and safety as needed.

* Pre-Departure Orientation covering Chinese culture, health and safety, arrival logistics etc. (via zoom)

* On-Site Orientation to Chinese culture & place logistics & health & safety
* To be coordinated with the Dartmouth faculty director. Maybe some activities on 6/15 in the evening & 6/16 during the day

* Half-day bus tour of Beijing
* 6/22

* Help with 5-day trip to Shanghai (potentially with the BNU Associate Director but TBD)
* Tentatively set for 7/4-7/8

* TBD: Not yet sure how many group meals we anticipate requesting

* Help with 9-day trip to Xi’an and Chengdu (potentially with the BNU Associate Director but TBD)
* Tentatively set for 7/26-8/4 although this will have to change if the 40th anniversary event ends up happening with BNU

* TBD: Not yet sure how many group meals we anticipate requesting

* Help with 1 overnight to the Simatai Great Wall, for the Dartmouth group and Language Partners (there will be one language partner for every Dartmouth student)
* 6/29-6/30

* Help with day trip visit to the Forbidden City
* 7/20

* Help with Visit to Shougang Industrial Park
* 8/17

* Airport pickup and drop off
* Likely two buses each way.

* Pay Guest Lecturers on our behalf
* Likely 7 guests. Still determining how much we plan to pay. Do you have any insights about what standard guest lecturer payments in Beijing might be?

* Arranging a welcome and farewell dinner for Dartmouth group, and BNU contacts / faculty
* Likely 45-50 people

I look forward to meeting with you at the Forum about this program!

Thank you so much,

Shino

Shino Yoshen Pichette (She/Her)

Associate Director, Operations

The Frank J. Guarini Institute for International Education

Dartmouth College

44 North College Street, Suite 6102

Hanover, NH 03755 USA

(603) 646-8120

http://dartmouth.edu/~ocp | [2024-05-22 Vedanth Maheshwari] Group Size: 18

Male: 6
Female: 9
Non-Binary: 1
Faculty: 1
Student Director's Assistant: 1

We will have 16 students attending this program. We will have 6 male students, 9 female students, and 1 non-binary student. The group will have the Faculty Director (Lei Yan), and a Dartmouth student Director’s Assistant (Jamie Liu) | [2024-05-22 Siddhanth Waghmare] Updated group is 17, one student withdrew | [2024-05-22 Siddhanth Waghmare] Hello team,

Thanks so much for the meeting today. Here are notes about some of the changes we are requesting. Thanks so much for your flexibility. After integrating these into the plan, let’s move forward with signing the agreement and other changes can be billed later.

Lei – Please look through this info and double check that it matches our conversations and that all the dates still match your plan, make let us know if you have any notes.

Airport Transfers (15-June)

* Leave this as is for now, though we may end up increasing the number of transfers requested.

Orientation (16-June)

* We still need to confirm classroom space. Just FYI.

Public Transport Card (Yikatong) [New Request in April]

* Please provide these to both students and the Director’s Assistant (DA) for a total of 17 passes. We understand there is a 20 RMB deposit, and we ask that you preload 80 RMB onto each card before giving it to the student.

Welcome Dinner

* Please remove this for your budget. We will have Lei pay for this. We still have too much unknown elements about this, from total participants to how fancy or casual we want it to be. So we’ll put this in Lei’s budget. We will want the Authentica point person to participate in the meal, of course, but no need for them to arrange it or pay for it. Thanks.

Guest Lecturers

* Please budget $2,500 for Lei to allocate to guest lecturers.

* We are prepared to pay the 10% fee

* At some point (no rush), please let Lei know how much time you need to process payments / what info you will need about the guest lecturers she selects.

Half Day Beijing Bus Tour (22-June)

* How many people does the bus hold?

* We would like the following people to participate regardless of the cost: 16 students, Lei + 3 family members, Director’s Assistant (DA), the BNU Associate Director, the Beijing Authentica Point Person (of course) for a total of 23 people.

* If it does not cost more, we would also plan to include 4 drill instructors.

Great Wall Tour (29-June)

* The costs for this are for the bus and for an entrance fee and maybe a tour guide, is that right?

* We would like the following people to be included: 16 students, 16 language partners and 2 drill instructors, Lei + 3 family members, DA, BNU Associate Director, the Beijing Authentica Point Person (of course) for a total of 41 people.

* Please track entrance costs for Lei’s two children.

5-Day Shanghai Trip (4-8 July)

* Per our conversation today - Lei is eager to for Authentica input on the schedule. Maybe we can discuss a more finalized version of the excursion plan in our May 22 meeting.

* 2 group lunches and 2 group dinners is a great plan for now.

* Participants: 16 students, Lei + 3 family members, Director’s Assistant (DA), the BNU Associate Director, a new Shanghai Authentica Point Person (of course), Dartmouth Faculty member Cecilia Gaposchkin and her 11 year old son, for a total of 25 people.

* Please track costs for Cecilia and her son separately so they can pay for their costs. Cecilia and her son will travel with the group to and from Beijing.

* Please track entrance costs for Lei’s two children (Dartmouth will cover any housing costs for extra beds and will cover all the costs for Lei’s husband).

Forbidden City (DATE CHANGED TO Fri July 26… likely. Waiting on final confirmation still.)

* We would like the following people to be included: 16 students, 2 drill instructors, Lei + 3 family members, DA, BNU Associate Director, the Beijing Authentica Point Person (of course), the Dartmouth Delegation of ~7 people (final number TBD) for a total of likely 32 people.

9-day Xi-an & Changdu Trip (2-11 Aug)

* Per our conversation today - Lei is eager to for Authentica input on the schedule. Maybe we can discuss a more finalized version of the excursion plan in our May 22 meeting.

* 5 group lunches and 5 group dinners is a great plan for now.

* Participants: 16 students, Lei + 3 family members, Director’s Assistant (DA), the BNU Associate Director, a new Xi’an Authentica Point Person (of course) for a total of 23 people.
* Will there be a new Authentica Point Person for this trip? It won’t be the Beijing person, right? No rush, just confirming.

* Please track entrance costs for Lei’s two children.

Extra-Curricular Activities [New Request in April]

* We ask if you can arrange a group bus and purchase tickets to some shows for us. For each of these shows, we want tickets for 16 students, Lei + 3 family members, DA, BNU Associate Director, and 2 drill instructors – for a total of 24 tickets.
* Lei – please confirm if you plan to have your husband and kids attend these concerts.

* Authentica – if Lei’s family attends, please track the ticket prices for Lei’s kids separately.

* I think we will not plan to buy a ticket for the Authentica Point Person – let me know if you have any concerns about this.

* Tentatively we hope to purchase midrange tickets, not the cheapest kind. Can you give us an estimate of how much this might cost? We currently have budgeted 4,500 USD for all of this combined. Does that sound doable?

* The exact show and dates are flexible, we hope your team can help look into options for us – is that possible?

* Activities:
* Acrobatic performance the week of 19 June (Lei – anything in particular in mind?)

* Peking Opera performance the week of 26 June

* Show at the National Centre for the Performing Arts the week of 10 July (dance or music or… open to ideas)

* Art activities as Zhongshan Park Music Hall the week of 21 Aug

Farewell Dinner

* As discussed, we’ll have Lei arrange and pay for this, and we plan for the Authentica Beijing Point Person to attend.

Tips/Gratuities

* Can we plan for Authentica to cover these as appropriate?

Details for the 40th BNU Anniversary delegation are still coming together. I plan to be in touch next week with more details.

Anything else? Please feel free to be in touch with questions or notes any time.

We’ll plan to meet again on May 22 if not before.

Thanks so much for all of your support!"
8118626110,2024-06 Go Global NC South Korea,Delivered Programs,active,2024-12-27T06:36:29Z,2025-11-06T10:12:38Z,,2024-06-16 - 2024-06-26,,,,,Sanhita Gadre,Anitha Ramanna,,Yet to be done,,,,,,,,Advance Paid,NA,NA,Advance Paid,Advance Paid,NA,NA,WIP,,,Not Allowed,NA,,,Yet to send,,NA,NA,"[2023-12-20 Vedanth Maheshwari] @Anitha Ramanna Get final participant numbers | [2024-01-31 Anitha Ramanna] @Anitha Ramanna Send invoice on March 3

Note on Invoice Sent to client - Attention | [2024-02-21 Siddhanth Waghmare] Have to book train from Seoul to Busan (Closer to date)

Note on Trains - Attention | [2024-04-24 Sanhita Gadre] @Sanhita Gadre - Book meeting room for Korea foundation + guest lecture on last day

Note on Meeting Rooms - Attention | [2024-04-24 Sanhita Gadre] @Sanhita Gadre Inform university about kosher cooking

Note on Meals - Working on it | [2024-05-15 Mugdha] One school and MBC OR KBS- yet to be finalized

Note on Company/Org Visits - Working on it | [2024-05-15 Mugdha] @Sanhita Gadre Notebooks from the Giving tree to be ordered

Note on WOW Element - Attention | [2024-06-25 Ravi Raj] @Sanhita Gadre do we need to send any post-program invoices?

Note on Guides - Payment done for immersions"
